epoch       	ep_ret      	ep_ret_sa      	ep_ret_bs      	ep_tx       	ep_tx_sa       	ep_tx_bs       	newbytes    	ep_delay   	ep_delay_normal   	ep_throu   
25	32.638464869077104	40.49898398433677	30.847490250413085	759369749.3547599	504058012.6277111	255311736.7270488	1118237284.2534895	0.0	0	480707.1806218254
26	34.43551599654547	41.82132275650337	31.05481480281873	888027203.2251126	530297411.5389956	357729791.6861171	987061275.3098425	0.0	0	505731.0214414557
27	30.584263076976924	38.124488094441865	36.9801531423084	863492486.375947	472031106.46223426	391461379.9137128	1055216377.5628821	0.0	0	450163.9427778573
28	27.277001416851316	33.386704109130676	27.636650649789498	724242405.2355183	422718112.8777613	301524292.35775715	1050759714.2464002	0.0	0	403135.40733123897
29	31.381630657110676	38.02975718811301	37.1919251509179	878087315.833962	484699932.7840987	393387383.0498632	1095882547.5757031	0.0	0	462245.8770600307
30	34.859648795143436	40.971671898478846	33.85975568055073	966327924.7814423	536879730.2853118	429448194.4961305	1046843168.6359925	0.0	0	512008.40977221663
31	31.818536912118677	37.38352047153211	33.103087511116215	717931516.8655998	492571832.11237955	225359684.75322038	1178639523.1075563	0.0	0	469753.1052707478
32	39.06172013386775	44.70620324124784	32.901567538329296	904119644.2590649	601502337.036769	302617307.22229606	1050668659.3487068	0.0	0	573637.3300903026
33	34.321055154567766	40.48895345754486	35.708119578278485	891047046.4827468	528661209.15398425	362385837.32876235	1063771479.486572	0.0	0	504170.6172504276
34	33.39825334194655	39.605204753004266	38.66397612810266	1016183768.870511	511838872.8205828	504344896.04992837	1116621174.7254107	0.0	0	488127.58714731486
35	25.620310188326147	30.03086389390546	35.11505960773457	765921072.6061667	395053170.48690456	370867902.1192624	1068880047.4121919	0.0	0	376752.0623082203
36	38.57231629622307	44.51326748145414	33.85968244003969	1029990356.3197396	591629326.1190048	438361030.20073444	1178762130.417944	0.0	0	564221.6931524326
37	31.098794891584003	36.61064881892438	35.4646113534392	898256813.3667887	480574676.73546183	417682136.631327	1129855125.8424459	0.0	0	458311.72631784616
38	32.39183879787642	38.03978457422327	32.296571045935615	1001092728.400403	502174345.3075153	498918383.09288776	1186894880.6403162	0.0	0	478910.7754779005
39	32.541901587507965	38.767576707720075	27.213895959052785	930352323.0427995	500876717.8847083	429475605.15809125	1032861312.7394723	0.0	0	477673.26153250545
40	21.090080524474285	24.479344377389808	30.922688650987048	655348892.3649162	325753971.7780776	329594920.58683854	1164409990.3308184	0.0	0	310663.19635207916
41	32.11000817879137	38.43192725027875	36.039553030506944	982878821.9692128	495026391.732005	487852430.2372079	1116626852.5545115	0.0	0	472093.9557380722
42	28.227689537649507	34.17644665106619	34.87802518924217	880758004.1135341	435141987.43113166	445616016.6824023	1051919929.2284297	0.0	0	414983.7374030417
43	30.830645668403672	38.73735372158053	37.35817538499942	883481705.6884344	477895994.9662863	405585710.7221479	1076557358.3756294	0.0	0	455757.1363127579
44	28.79787114711479	35.979221350560316	29.43440736946006	595141235.7350512	445506119.30933964	149635116.4257115	1015392756.0618975	0.0	0	424867.7437871357
45	25.652519160723216	31.766558555199413	34.573585064016626	654711844.4696618	397049010.72720605	257662833.74245584	1098288110.8420653	0.0	0	378655.443885046
46	32.29398543831614	39.07729445831802	34.82023757721449	884553788.3099213	498199418.0890259	386354370.2208957	1098342237.9846776	0.0	0	475119.9894800434
47	35.359113173961916	44.24117069698499	35.59457845283299	866055262.8062731	544913965.1630497	321141297.643223	981758691.2263135	0.0	0	519670.4532270906
48	28.570365373632242	36.0619415140532	27.940781007571257	605760097.3982342	443554985.26802105	162205112.13021317	1003642161.5042335	0.0	0	423006.99736406433
49	24.29174130711718	30.154591697113066	29.48269633503034	814572300.8528005	375392735.34548765	439179565.5073129	1041443097.01316	0.0	0	358002.4102644802
50	26.385764085444436	33.598537050039276	29.066381800129612	719919940.1484029	407179596.99867195	312740343.1497309	977360646.9621795	0.0	0	388316.723822281
51	33.140791648389836	42.314007345327	24.21135291328859	909848996.1889448	510141179.8372196	399707816.3517254	1062462018.565612	0.0	0	486508.54095193814
52	32.025575345958025	41.953287369624995	32.21096174769608	936099301.597324	495158134.37008446	440941167.2272396	1039478130.4075549	0.0	0	472219.5953083846
53	32.993559921025884	42.505377335759704	35.05769948675394	881450196.9430248	510935212.12285864	370514984.82016593	1001057920.1175376	0.0	0	487265.78914914967
54	26.912403517015196	34.8305664087399	31.647151946209057	858013680.812568	415290037.01146054	442723643.8011076	931064327.4974414	0.0	0	396051.4421572308
55	30.3926645638857	38.774276494549056	28.90953482734438	755078581.2374152	467884848.164852	287193733.0725631	1095295013.6034613	0.0	0	446209.76273045735
56	25.51211787031819	32.41884925241119	26.946342612169776	780472915.2459934	395149077.9983742	385323837.24761915	1064620641.0486115	0.0	0	376843.5268386595
57	29.219169370783064	38.0027644309463	28.842699765193665	720129891.1155994	449872365.899772	270257525.21582705	1054247182.7084501	0.0	0	429031.7210195274
58	28.472830275739675	37.41501900796715	25.346153856559837	679831399.6832017	441139258.4572463	238692141.2259551	976050480.5865239	0.0	0	420703.18074917456
59	31.331017101972982	39.45165957243255	27.93972840649577	823186591.4220873	483076880.941402	340109710.48068523	1021758675.5170531	0.0	0	460698.01420345495
60	25.437446410745746	32.523518877272025	35.87402111465774	992816748.7851346	393170812.93716073	599645935.8479741	983585280.4723314	0.0	0	374956.9062587362
61	30.78634698872496	39.877404560792534	33.66695811265397	932723297.2500094	475717921.87242115	457005375.37758845	920614802.9878943	0.0	0	453679.96394388314
62	28.97121098158881	38.7102694363492	30.824913170431728	999302393.3870913	446629031.9925823	552673361.3945085	938061129.4782988	0.0	0	425938.63677271124
63	27.412045107973437	35.431741166311404	31.834015028613603	857332621.7648242	424245107.07039523	433087514.6944289	1056937327.0554339	0.0	0	404591.6624740555
64	25.022486253351815	32.00064175290205	37.629641714298586	951214218.043283	383938812.7040324	567275405.3392503	1087486995.2463427	0.0	0	366152.58474734524
65	31.82878858051906	41.304110268870446	31.974843014534923	956494805.2045527	491516387.4533127	464978417.7512401	1049917131.5691197	0.0	0	468746.55480700743
66	30.292531151747585	38.49528096059251	31.533036338462804	675242963.9711593	467198640.4616066	208044323.50955263	984535490.5503259	0.0	0	445555.3440681519
67	34.20396337140256	43.71514337156254	39.340890790365336	1058936342.2141181	528356046.0368965	530580296.17722124	1014114032.0921358	0.0	0	503879.59102334664
68	27.832786330438545	34.19706479746271	33.85018153971881	836977292.9432513	429714322.2497837	407262970.6934677	1040278849.9998068	0.0	0	409807.51252153737
69	21.683295056221525	26.837666995637957	29.57943566204466	465773601.9917389	333166926.33813834	132606675.65360062	1048820676.2428778	0.0	0	317732.7407246955
70	25.34153485946153	33.33150473266457	32.13014047245357	727671883.1579965	390724993.4835637	336946889.6744327	926453236.1717608	0.0	0	372624.3910632742
71	33.828331142996085	42.72265511552488	36.70102852849328	931726046.3689778	521586100.45588166	410139945.9130958	1056247231.5248605	0.0	0	497423.26779926463
72	23.07134104520945	29.716932511289112	39.389496496426354	674919177.5135995	355802781.7432174	319116395.7703819	984205383.2444565	0.0	0	339319.9746544051
73	34.33869726399992	43.6165743757064	41.08066063411722	936295160.7148334	530415035.1939276	405880125.520906	1057178435.7957408	0.0	0	505843.1961001662
74	34.314003001333155	43.4281378495718	30.30682406186687	831177517.9181904	529500986.40019876	301676531.51799154	997936622.2897079	0.0	0	504971.49124164484
75	26.668549869761062	34.69696189474486	26.40696043724676	638088156.6968334	412717843.25941885	225370313.43741465	980153808.6510057	0.0	0	393598.407039088
76	28.479021903606547	37.77741774180037	33.445674303479976	797041087.5853602	440378085.98143613	356663001.60392416	944782179.7487679	0.0	0	419977.27010863874
77	33.073712555246466	40.490991877675235	27.010364117605974	807759804.824193	509056030.7029139	298703774.1212793	1021470336.5361745	0.0	0	485473.6620930801
78	37.47985125423899	49.04784730886104	40.069603659712236	780378902.4736717	580199915.7910315	200178986.68264	1024262897.6460581	0.0	0	553321.7580709759
79	31.272853496763325	41.26340627363043	31.41509195310193	774230504.0638274	483596343.6826277	290634160.38119966	871333020.0705322	0.0	0	461193.4124780917
80	30.79560478227512	42.314696552600076	39.04446595974101	895736220.9574076	474622494.66885823	421113726.28854936	863915454.6850802	0.0	0	452635.2831543524
81	18.855228994561905	26.244932753897736	32.05943339026594	720050708.441653	291454132.9585712	428596575.4830815	967201391.441916	0.0	0	277952.32101304166
82	25.54195343576035	34.36776103984034	39.59486694411342	939235600.1104771	394219505.9652015	545016094.1452757	995830320.2943021	0.0	0	375957.01786537305
83	33.43159783276138	43.52742898572637	32.44110949564725	1076195843.87338	518598824.3836084	557597019.4897712	1038861147.897398	0.0	0	494574.3793331228
84	29.342937556917427	37.39397218327335	32.8603496112818	686767070.0812342	453957638.144959	232809431.93627533	1046644736.3733575	0.0	0	432927.7402352897
85	35.36431840171613	44.86421694171129	32.36169008184266	1022942435.2197775	546878745.9625562	476063689.2572212	1017850565.6582595	0.0	0	521544.214212948
86	29.11675234615341	38.06588781937948	37.02699002775033	775618690.7124687	448797391.17534363	326821299.53712505	996792710.9829533	0.0	0	428006.5452340544
87	35.45897671542387	45.08393178944617	27.735870723872203	821134939.9941249	545333871.462768	275801068.5313568	1040165983.7236245	0.0	0	520070.9070804293
88	31.504413904953044	39.680600089299354	35.402213312988906	780810490.2891958	486288950.5672975	294521539.7218985	1003715140.4385623	0.0	0	463761.2825081801
89	32.112984160768406	40.4688828272527	38.42239892090779	929716346.6263787	497131745.37770945	432584601.2486691	1015473373.4796345	0.0	0	474101.7774369331
90	30.714292335374402	36.624343527159986	28.800277067348677	921542140.3931632	468362942.731141	453179197.6620221	1061668400.4043939	0.0	0	446665.7092391403
91	27.381226652537322	32.82150258208825	43.0397916417946	1028504413.6890366	422421616.184895	606082797.5041418	997646524.794884	0.0	0	402852.6460503529
92	27.07454241109444	33.90688483940252	37.74755541176871	850982322.2070072	417007610.75880474	433974711.4482024	1045681205.2991197	0.0	0	397689.4481266067
93	26.92425380490004	33.17254736393089	31.95417572833539	794900350.0836267	416412241.56937546	378488108.51425123	991867627.1907324	0.0	0	397121.6598218686
94	39.5478066251863	47.66609252801483	31.226732280120864	1126559911.588342	612831300.4581503	513728611.1301919	1111716376.6529894	0.0	0	584441.4715367798
95	32.40568309969432	38.214703306738045	38.843244541056144	898878084.1168702	502196557.14939886	396681526.96747124	1134005624.14866	0.0	0	478931.9583410251
96	31.197813671843466	36.609852184405185	26.142102002714545	699565022.5612054	483685432.6549686	215879589.90623686	1129283255.1161482	0.0	0	461278.3743428883
97	35.396467438263755	43.196732024292245	29.253700295994673	751052739.5630676	548156401.966248	202896337.59681958	1076365757.9449854	0.0	0	522762.6819288711
98	25.4137538668574	30.381769730938853	26.24694082622801	647937826.5855277	394665042.1241924	253272784.46133527	1134891877.3185086	0.0	0	376381.91425723315
99	32.26298982598085	37.31429178957695	26.811221807148172	954137000.9336722	499912242.94672394	454224757.986948	1044109530.5870374	0.0	0	476753.4665553323
100	26.962027758470455	30.894240487493956	36.68420522990554	786530444.6407092	415253583.27844644	371276861.36226255	1096977404.0427644	0.0	0	396016.67716831825
101	26.203423444836858	30.783681449684746	40.067186871548984	993182326.912574	405087911.9593644	588094414.9532094	1062554207.8681567	0.0	0	386321.937522282
102	28.833480554705137	34.29245654721242	35.79901097746511	719005607.0546582	446219736.93354285	272785870.1211155	1017952215.665014	0.0	0	425548.302587073
103	27.899149547172843	33.512403786527265	33.78389223117465	768333583.9346999	432780794.68869674	335552789.2460035	1144193925.5232794	0.0	0	412731.9285284964
104	31.523210204733378	36.53532270504995	25.195849129415855	681769016.5991288	486849338.1347263	194919678.4644025	1175714927.1564362	0.0	0	464295.70973847026
105	31.995385928622547	38.591634352820115	34.84717335542081	821458350.6526451	492584534.00275385	328873816.6498909	1063628400.5672079	0.0	0	469765.21873736766
106	24.681073932136492	29.20755396388726	38.26767750760801	977032312.3328456	381570551.93854356	595461760.3943021	1121300629.6279764	0.0	0	363894.0352807459
107	30.07512363752338	35.133253777171404	32.30550678097643	645798576.6788332	462025018.2286564	183773558.45017698	1031200536.0191252	0.0	0	440621.39342179906
108	41.14163874634767	47.31855392131712	30.383302293288953	860704506.5883416	633924607.5982786	226779898.9900631	1078238994.166121	0.0	0	604557.6168043887
109	27.832341580454347	32.02704960327201	32.633532257040486	791087645.4316908	428421179.9705938	362666465.46109724	1153034945.7821686	0.0	0	408574.2759424152
110	29.26214144188806	33.54190357665799	34.6876617231721	909196219.0744364	451495697.7288686	457700521.34556764	1154842163.3225083	0.0	0	430579.85089194175
111	29.699104752803876	35.49792227553744	41.77899854405426	964773797.5193241	457459332.51866955	507314465.0006546	1085963175.3738425	0.0	0	436267.2162234015
112	31.450526980131805	37.268497625435465	29.002730624816994	779345321.758355	485810693.362394	293534628.39596117	1081964863.3171632	0.0	0	463305.18089522736
113	31.68796749711964	37.1531563605894	32.204490708394026	928172187.8785801	491332253.85992146	436839934.0186588	1123498412.627429	0.0	0	468570.95132820273
114	32.420119326886756	38.78336714258157	34.68556086494193	822532689.2459149	497305897.6765898	325226791.5693254	1079738907.8546247	0.0	0	474267.8620115182
115	30.227594944502247	36.524684034993946	33.73209420332992	799837853.2577909	467323980.61933273	332513872.6384581	1015485219.9344362	0.0	0	445674.8777573899
116	39.094543105604416	47.24471582262366	32.153206538115654	1070870524.1004158	603095454.8306874	467775069.2697284	957168023.6752949	0.0	0	575156.6456133724
117	26.31026739102616	31.567474830833756	34.70339584390986	858088252.2341995	407762444.3946674	450325807.839532	1045642520.5075654	0.0	0	388872.57041422604
118	15.72771838936468	18.779139624994166	25.881075471748403	519048494.67252725	243785907.08817595	275262587.58435124	1094559418.4664955	0.0	0	232492.35829179376
119	36.14072314339601	43.21665066994642	28.64175374296231	728235656.3914108	557916046.0984323	170319610.29297832	1040515146.0626072	0.0	0	532070.2038750005
