epoch       	ep_ret      	ep_ret_sa      	ep_ret_bs      	ep_tx       	ep_tx_sa       	ep_tx_bs       	newbytes    	ep_delay   	ep_delay_normal   	ep_throu   
21	33.56525960539282	33.56525960539282	32.27954397691022	704001465.2253106	379849248.78996736	324152216.4353433	953292172.0415903	0.0	0	362252.47267719975
22	38.842371027043605	38.842371027043605	33.210106922440474	952113333.5685657	452757882.25019777	499355451.3183678	995072549.1100051	0.0	0	431783.5638524984
23	39.877056633217435	39.877056633217435	35.169424126555306	840329987.534749	444639234.1821879	395690753.3525609	986862863.5646596	0.0	0	424041.0177060965
24	30.18132058094798	30.18132058094798	31.783916925737913	664735500.3657863	341511795.8446904	323223704.521096	1000684392.7915109	0.0	0	325691.0284468559
25	40.07972868254209	40.07972868254209	23.272691540058045	782773572.3714315	457757757.4730886	325015814.89834285	989448811.6865292	0.0	0	436551.81643780577
26	37.67549483190202	37.67549483190202	36.542032122392186	854224325.6315622	436409717.3658748	417814608.26568776	959949226.919635	0.0	0	416192.7388819454
27	31.696545047971373	31.696545047971373	25.269412255553043	661296792.3111889	365615351.73448	295681440.5767088	924894421.2692149	0.0	0	348677.97063301073
28	39.86330729475672	39.86330729475672	29.56856806168579	868334790.7269288	443389097.8353995	424945692.8915293	912570893.9272763	0.0	0	422848.7947801584
29	35.279892509106126	35.279892509106126	35.58052526182261	752169167.3743738	395251796.62734926	356917370.7470247	917084208.0730034	0.0	0	376941.4869569293
30	42.46159912531628	42.46159912531628	37.6861817965719	830737822.8794291	468299138.3103599	362438684.56906927	880082959.2401736	0.0	0	446604.8606017686
31	38.73538502785395	38.73538502785395	35.75590874586987	775049868.3180422	429240032.35560966	345809835.96243286	973227750.1220056	0.0	0	409355.1944309323
32	37.78249600847378	37.78249600847378	29.252385616054035	820467513.9078356	441652715.66843957	378814798.23939615	1011150631.8762778	0.0	0	421192.85170406295
33	35.78823338357996	35.78823338357996	31.543313119948504	833934074.7918985	436883498.88188505	397050575.9100133	1063552672.6484234	0.0	0	416644.5721453523
34	40.298247540857915	40.298247540857915	37.16059831948759	943005610.0275532	487524080.46753377	455481529.5600195	954099967.3320631	0.0	0	464939.1941714609
35	35.200707099521615	35.200707099521615	31.156644786627158	788475840.4139968	437163422.369067	351312418.0449297	1007808704.8607925	0.0	0	416911.5279856367
36	39.17509071137978	39.17509071137978	36.16144547806703	868284598.0189508	468289053.18057567	399995544.83837503	1011827365.9249102	0.0	0	446595.24267251557
37	37.20196829408774	37.20196829408774	32.60779351820908	818009103.5289533	469846687.05652833	348162416.47242504	1130820898.358502	0.0	0	448080.718094376
38	36.27932731828029	36.27932731828029	36.80556163921772	809983862.1263561	434173902.3001248	375809959.82623166	1006264015.9348904	0.0	0	414060.49947750533
39	36.01483740685765	36.01483740685765	31.270571368902672	835294827.0021448	433728886.30919	401565940.6929548	1018422523.0043753	0.0	0	413636.099156561
40	36.7384941341396	36.7384941341396	34.1119394572347	725914347.9420729	460376972.77450323	265537375.1675698	1007373502.2721186	0.0	0	439049.69479990314
41	36.26425238311405	36.26425238311405	27.43710019952745	782539607.8215063	448363045.88894707	334176561.9325594	1029113988.344629	0.0	0	427592.32128996565
42	39.61906654377615	39.61906654377615	33.25408532911303	853944634.6313808	442487504.2182343	411457130.41314673	845561047.3675824	0.0	0	421988.9681036324
43	41.2683488410305	41.2683488410305	36.093945451328445	801542551.5022987	465003959.68181616	336538591.8204824	929438849.1592228	0.0	0	443462.3333757553
44	34.83635904414145	34.83635904414145	32.03697573217598	783629733.5610294	376846817.16665757	406782916.39437175	881813639.0613668	0.0	0	359389.1307512831
45	40.49207720015089	40.49207720015089	28.712978420575002	720490969.6091157	442810226.54624623	277680743.0628695	928940545.9279037	0.0	0	422296.74009918806
46	38.046930656738965	38.046930656738965	39.61554784994613	868472247.4865984	415076985.7795317	453395261.70706654	917038400.3658329	0.0	0	395848.2606692615
47	34.711964346265674	34.711964346265674	34.34976087888228	667433392.7579528	363509096.38870287	303924296.36925006	905704176.672393	0.0	0	346669.28900594974
48	38.840377756316855	38.840377756316855	26.3570629839152	857729619.9126619	429076407.45241046	428653212.46025145	939888799.7900282	0.0	0	409199.1495632269
49	38.4111226383194	38.4111226383194	32.44758606482884	928600560.0996085	469982405.5126556	458618154.5869529	1030899964.7210203	0.0	0	448210.14930024714
50	42.547461436271234	42.547461436271234	35.999513432955204	884133763.7614862	489058364.4872395	395075399.27424705	977788636.6101156	0.0	0	466402.40143512667
51	36.09259787396381	36.09259787396381	36.79111665754009	794506287.479066	436046714.9776647	358459572.50140125	975127158.951415	0.0	0	415846.5528275154
52	36.920014055357456	36.920014055357456	33.15024088562652	824937711.6620339	405847319.16586024	419090392.4961738	959203840.362447	0.0	0	387046.16467081086
53	37.34321952310781	37.34321952310781	35.98796202000049	908551334.6532593	457846223.5858851	450705111.06737405	1078353620.9887342	0.0	0	436636.1842974519
54	35.503878183610766	35.503878183610766	38.12708532779298	795551210.3968179	440411399.51453155	355139810.8822863	1108850648.0740836	0.0	0	420009.04036954074
55	35.279499064984805	35.279499064984805	35.250213658900705	816998231.3925658	434813560.11865634	382184671.27390957	1072643109.0397584	0.0	0	414670.5247103275
56	44.45315006057433	44.45315006057433	35.43704163937031	999993379.4833348	502971496.8769311	497021882.6064039	926899242.3842195	0.0	0	479670.99845593557
57	32.67950269848288	32.67950269848288	31.200591996514007	839697211.9781269	415547194.14457774	424150017.83354914	1040391848.0443373	0.0	0	396296.6863103656
58	39.472888288604125	39.472888288604125	32.852757341510575	797742237.2210482	482093788.37052584	315648448.8505222	1045453940.2748586	0.0	0	459760.46406796057
59	31.415554650303562	31.415554650303562	38.050599439703944	771103312.1097709	394211776.3023147	376891535.80745643	1035378832.985696	0.0	0	375949.6462844033
60	36.96617933980996	36.96617933980996	34.70676074005144	991680577.7093856	458962051.53527236	532718526.1741133	1053288758.0827416	0.0	0	437700.3207543109
61	41.069227540175056	41.069227540175056	29.6005292384575	872731206.1730217	507917093.533626	364814112.6393959	1070712279.1311269	0.0	0	484387.48696673
62	34.91049358555883	34.91049358555883	30.019049528720586	776195412.3272927	413807670.87534416	362387741.4519485	949571016.9264958	0.0	0	394637.7476457063
63	35.96558147969175	35.96558147969175	35.7895162573541	855520300.1571423	418959481.21382326	436560818.943319	954326012.2343513	0.0	0	399550.8968485101
64	38.43098286523835	38.43098286523835	29.054065281270123	784628023.9504495	458944899.7962607	325683124.1541885	928239853.4982139	0.0	0	437683.96358133387
65	40.051273146681105	40.051273146681105	31.677925685555433	842419059.3927966	485390558.471823	357028500.9209739	1050721617.85965	0.0	0	462904.5090406638
66	37.78886513211771	37.78886513211771	29.39567501375301	805587650.1945063	420616985.29654527	384970664.89796096	928513788.7969598	0.0	0	401131.6159215406
67	42.38248846842011	42.38248846842011	39.57496179202881	924132994.1891057	520529957.0609807	403603037.1281256	1009805240.2450744	0.0	0	496416.05096910516
68	35.42724274597697	35.42724274597697	29.95524751553538	732712291.9102123	439967420.8089698	292744871.1012423	1049083978.561937	0.0	0	419585.629281015
69	35.45155803199175	35.45155803199175	32.38344635472806	753458882.2178414	434546184.2936711	318912697.9241704	988046633.6302986	0.0	0	414415.53525321104
70	41.80362627281402	41.80362627281402	35.741710182969996	870190225.0479505	512079262.14031166	358110962.90763867	1052818022.1658312	0.0	0	488356.8402674786
71	37.10004033459648	37.10004033459648	32.41367021013134	926493816.8347905	476170727.8006636	450323089.03412724	1075181974.5366907	0.0	0	454111.79332796426
72	26.53609896175897	26.53609896175897	26.841025669035762	571571891.6054189	344919506.34894377	226652385.25647503	1029118950.7582364	0.0	0	328940.87443251023
73	39.69605480867427	39.69605480867427	30.096125185732735	986401349.6236755	501059561.42808753	485341788.195588	1118617746.4171128	0.0	0	477847.63472374686
74	33.70618214813869	33.70618214813869	26.618562731427765	673245205.519656	435230945.558867	238014259.96078902	1032502587.9612398	0.0	0	415068.5744846981
75	38.92799991068397	38.92799991068397	35.188748713240294	928491262.5494376	518616862.38253635	409874400.16690147	1195960593.7323365	0.0	0	494591.5817094197
76	26.61852048337746	26.61852048337746	24.24174636460652	530063139.3320595	337240137.34754574	192823001.9845138	1084775706.6537814	0.0	0	321617.25744967046
77	31.55791374450952	31.55791374450952	33.96833790422304	831761810.5370575	413687327.0263166	418074483.51074106	1103079699.35267	0.0	0	394522.97880775115
78	39.64078270937455	39.64078270937455	28.864479800711912	880966524.3827791	526318188.91111386	354648335.4716657	1041780249.1640942	0.0	0	501936.1390219822
79	39.90418269830145	39.90418269830145	31.466597416399107	874577722.6891925	500618222.23881376	373959500.4503786	1097884363.147802	0.0	0	477426.74087411293
80	44.377059990023085	44.377059990023085	41.47617184158009	960779047.763753	566711329.4701353	394067718.2936178	1112058924.8223662	0.0	0	540458.0397321085
81	37.577460770041775	37.577460770041775	35.86298089799132	856114182.9202377	474687587.20852745	381426595.71171004	1000402675.9696314	0.0	0	452697.3602376245
82	39.40395602480397	39.40395602480397	31.88428947884274	825172087.6981953	500752789.6823696	324419298.0158255	1030431301.9717747	0.0	0	477555.0743888565
83	39.01011490877605	39.01011490877605	31.64603319855668	810839101.0996145	482174661.28395146	328664439.8156632	1029658859.9241266	0.0	0	459837.59048838756
84	36.74485571267207	36.74485571267207	31.947489879443335	777607803.1305453	472970956.7690327	304636846.36151224	1095850779.997761	0.0	0	451060.2538767174
85	35.448134587061794	35.448134587061794	37.078669955328735	922890356.7605817	454531457.8574674	468358898.9031143	1018389493.2585424	0.0	0	433474.9773573567
86	38.2140279397365	38.2140279397365	27.94182676278588	844890534.6914532	477851997.1454502	367038537.5460028	1014271299.7627778	0.0	0	455715.1767210484
87	39.51836329503081	39.51836329503081	32.53174126513722	845322892.4589301	502238179.5299854	343084712.9289447	1058316961.0790209	0.0	0	478971.65253637824
88	37.70945774115603	37.70945774115603	24.036174097345167	676287259.4524463	465694830.75849795	210592428.6939484	1056945121.8362917	0.0	0	444121.1993775348
89	28.888723052986805	28.888723052986805	33.58617161324342	753397126.0267792	348951099.5446881	404446026.4820908	1060297184.9461011	0.0	0	332785.70131748985
90	38.563182155363116	38.563182155363116	36.59611332608077	808788165.1379845	480158042.3397287	328630122.7982554	1061378838.1244383	0.0	0	457914.3927953041
91	40.170100113935945	40.170100113935945	33.12933295756053	785340810.4043936	494027625.28455466	291313185.11983883	967843117.9839531	0.0	0	471141.4578290505
92	37.24173020356111	37.24173020356111	29.33287802409409	794048871.2811157	463641441.732355	330407429.5487606	1040012062.1284282	0.0	0	442162.93500171177
93	39.14598170789835	39.14598170789835	27.132722291694677	1082755774.8360295	482998157.81706935	599757617.0189602	1027399900.3407474	0.0	0	460622.9379816716
94	32.540141623963	32.540141623963	32.5588767821229	876282028.0347083	404305817.270223	471976210.764485	1027354579.1689391	0.0	0	385576.0739042502
95	38.376726540728924	38.376726540728924	34.299281771920654	775691842.2575084	488531374.11893857	287160468.13856995	1065128948.2513885	0.0	0	465899.8242558848
96	38.486699183738864	38.486699183738864	33.11132836076562	951676396.9718808	484749315.6976772	466927081.27420413	1083362031.5326602	0.0	0	462292.9722763795
