epoch       	ep_ret      	ep_ret_sa      	ep_ret_bs      	ep_tx       	ep_tx_sa       	ep_tx_bs       	newbytes    	ep_delay   	ep_delay_normal   	ep_throu   
0	24.773923084929642	42.08816752893756	30.6378951842594	839865051.9912635	496297904.6787798	343567147.31248385	860864077.0316335	0.0	0	473306.56497838954
1	20.161526944113152	41.56238770234384	32.62312600870692	781470919.6620595	471773207.0636852	309697712.59837407	840541429.7996242	0.0	0	449917.99074524414
2	25.805658431978568	44.05742523443868	35.2888566815173	799780617.952431	497819290.942624	301961327.009807	828364084.4356803	0.0	0	474757.471983551
3	24.05129796491091	41.6522660160373	32.36825348154972	813544633.988259	462595131.64453065	350949502.34372807	838303826.5828496	0.0	0	441165.095943957
4	32.352176929024594	44.51334735252716	33.79205356867843	752114629.8351468	510621572.2829567	241493057.5521903	862577981.4902056	0.0	0	486966.67888923315
5	32.40317332934938	45.576893464252166	35.989163857793095	870819007.1398057	544662227.6186976	326156779.5211083	845918435.9241992	0.0	0	519430.3775965669
6	35.06822649139844	45.79231975606508	32.20618257248058	873870653.1850225	537614060.6356192	336256592.54940313	938339436.6839544	0.0	0	512708.72176706244
7	26.56489064193827	40.685757219986485	30.815015661521475	750292238.135782	484879286.11172813	265412952.0240539	901046966.2231708	0.0	0	462416.92172215285
8	33.73896308202688	42.31138960413251	32.465716133971114	873332166.900402	528431561.178297	344900605.7221051	944054764.2315958	0.0	0	503951.6078742001
9	33.77734693104696	39.196574905283406	25.426110029355794	800308081.3975263	493321036.56290525	306987044.8346212	913817246.9840597	0.0	0	470467.6023129514
10	32.64730755892665	42.41356842468475	27.769692965098393	788908954.1983687	517404368.0746786	271504586.12369	853828385.4491249	0.0	0	493435.2570292268
11	40.94668567944638	43.91408957988129	33.72263135210007	780700531.6820074	558121963.8269266	222578567.85508105	931542738.5660359	0.0	0	532266.5823239578
12	38.86388971531172	41.21703130962001	34.088378457107275	795654893.4146848	521939058.74515396	273715834.6695307	902668243.7324717	0.0	0	497759.8750545062
13	36.872769210766634	37.94148490043707	32.5979064520849	854079670.51507	485680486.86336565	368399183.65170443	870287858.4515431	0.0	0	463181.006301275
14	45.41682364356028	47.53587580709578	36.94061498941821	894980003.2999462	588232981.6398681	306747021.6600779	948045083.3743469	0.0	0	560982.6866530115
15	38.778049108910146	40.063831175685564	33.63492084180846	863839966.3429743	500557543.86274225	363282422.48023194	941032594.1484759	0.0	0	477368.8734652921
16	38.27094725863468	40.407544826167296	29.724556988504165	798980505.081551	507556916.56689507	291423588.51465595	929922585.6241484	0.0	0	484043.9954441978
17	41.26802721865921	43.34637225119675	32.95464708850905	1013883056.8995618	543165917.1947149	470717139.7048469	916919711.3628558	0.0	0	518003.3847758435
18	42.467279957984715	43.798203128418166	37.143587276251026	939344890.2759454	546583434.1708862	392761456.1050594	927507072.7164857	0.0	0	521262.5829419005
19	39.37736991254815	42.068745877752306	28.61186605173142	897108405.2959728	527470956.6557314	369637448.64024174	919339334.6922647	0.0	0	503035.50401280506
20	43.86529613740732	46.492440960490036	33.35671684507642	819567830.0138159	581060595.0366068	238507234.97720882	958098784.7166698	0.0	0	554142.5657621449
21	40.39845293748438	42.718595105347944	31.11788426603006	753304404.3994374	525769337.9133298	227535066.48610726	881011359.2373855	0.0	0	501412.7139218616
22	35.386339486249874	36.466513442025864	31.06564366314592	716742839.2657545	440356738.7186198	276386100.5471348	925318368.6323125	0.0	0	419956.9117723654
23	41.59832761512533	43.59771203484488	33.60078993624713	896730949.8639469	522866681.30214727	373864268.56179994	846121132.4716556	0.0	0	498644.52486243
24	41.382132030192906	43.44685880064062	33.12322494840202	811849006.6389977	528151360.0849032	283697646.55409455	903386296.1810445	0.0	0	503684.38728800113
25	40.45648714414156	43.29577141081132	29.099350077462528	681590715.7370065	517902994.77367795	163687720.96332863	816652189.3287082	0.0	0	493910.78450553707
26	40.80532314624535	45.427356475985846	26.392998721876502	991231755.3035213	554416057.4831784	436815697.82034284	902829372.0930918	0.0	0	528732.3546249183
27	39.51210178848818	42.5551857609259	27.339765898737312	784881629.2309053	539567032.4971976	245314596.73370793	925380132.0208048	0.0	0	514571.22087211383
28	38.868337790136465	40.59343036311329	31.96796749822924	845370032.5662855	515399122.12014973	329970910.44613606	937148799.526761	0.0	0	491522.9054643151
29	35.99855232425804	37.09581139512486	34.97993718248905	847388282.7363462	478144019.9661504	369244262.7701962	933864336.6160933	0.0	0	455993.6713849548
30	43.113865745794655	46.71874635611073	28.694343304530314	869092830.1765467	586296079.2217375	282796750.9548092	934534452.5394704	0.0	0	559135.5125634549
31	36.55969724338107	37.02224086876224	34.709522741856524	687065580.0201952	490003832.0352865	197061747.98490855	917619354.1908358	0.0	0	467304.0695526948
32	42.89818965691507	45.76940897154016	31.41331239841473	771773083.7272362	582176189.6580203	189596894.0692157	1034706514.697566	0.0	0	555206.4797001077
33	40.04990506226394	42.44666332581693	30.462872008051985	826045964.064044	529292835.6653627	296753128.39868134	993314821.7586625	0.0	0	504772.98323189054
34	40.83901516321894	42.848916492450876	32.79940984629123	920081254.6871715	539478403.3966042	380602851.2905673	981549162.2595066	0.0	0	514486.6975751917
35	42.94427919468617	44.778073795442275	35.609100791661724	904957502.8745028	565007062.7164371	339950440.15806586	974447628.2679605	0.0	0	538832.7243008013
36	37.666807680683505	39.02376963070996	32.23895988057781	698015374.0789201	493523705.4975327	204491668.5813872	970011353.389684	0.0	0	470660.882470639
37	41.202579108384	42.681718492648315	35.2860215713267	966853128.6538814	539092091.8786098	427761036.77527165	949438298.6787789	0.0	0	514118.28220234864
38	35.48957103800153	37.64750259596	26.857844806167634	810551978.4297173	490089021.8164781	320462956.61323905	982031378.0960757	0.0	0	467385.3128590374
39	35.277360554862454	34.90626363648027	36.761748228391156	828400178.4181234	447117904.42423594	381282273.9938877	947531602.0916243	0.0	0	426404.8618547779
40	39.08182542270474	40.84123935716791	36.58317825817639	865917174.7882347	513470125.8187249	352447048.9695097	879448610.3763218	0.0	0	489683.2712352034
