epoch       	ep_ret      	ep_tx       	newbytes    	ep_delay   	ep_delay_normal   	ep_throu   
0	9.100061316773965	0.0	0.0	0	0	0
1	8.828261588517135	0.0	0.0	0	0	0
2	7.067004492167592	0.0	0.0	0	0	0
3	9.202740234182935	0.0	0.0	0	0	0
4	7.099767678631924	0.0	0.0	0	0	0
5	11.180218905602834	0.0	0.0	0	0	0
6	8.040326486999797	0.0	0.0	0	0	0
7	4.649336185172528	0.0	0.0	0	0	0
8	8.736715507238705	0.0	0.0	0	0	0
9	9.064405057712586	0.0	0.0	0	0	0
10	9.009401697231713	0.0	0.0	0	0	0
11	12.903537071528925	0.0	0.0	0	0	0
12	10.488654700543282	0.0	0.0	0	0	0
13	9.049715630896074	0.0	0.0	0	0	0
14	11.321005159862139	0.0	0.0	0	0	0
15	11.575319513548616	0.0	0.0	0	0	0
16	9.782802543293949	0.0	0.0	0	0	0
17	8.734055103002515	0.0	0.0	0	0	0
18	19.080019145588544	0.0	0.0	0	0	0
19	18.87428709880967	0.0	0.0	0	0	0
20	12.419100568872778	0.0	0.0	0	0	0
21	22.2907688500921	0.0	0.0	0	0	0
22	19.393855178795445	0.0	0.0	0	0	0
23	18.957570592123783	0.0	0.0	0	0	0
24	19.951322786657823	0.0	0.0	0	0	0
25	18.78748186646141	0.0	0.0	0	0	0
26	15.414487568828138	0.0	0.0	0	0	0
27	22.797828463829127	0.0	0.0	0	0	0
28	20.947208418482973	0.0	0.0	0	0	0
29	22.144572961573548	0.0	0.0	0	0	0
30	26.36009584156424	0.0	0.0	0	0	0
31	22.799727295031754	0.0	0.0	0	0	0
32	26.30905400265132	0.0	0.0	0	0	0
33	23.944133306658696	0.0	0.0	0	0	0
34	24.864301585633307	0.0	0.0	0	0	0
35	26.199824525952607	0.0	0.0	0	0	0
36	26.25263542132044	0.0	0.0	0	0	0
37	24.721619497401257	0.0	0.0	0	0	0
38	17.02797072681997	0.0	0.0	0	0	0
39	30.037527425904482	0.0	0.0	0	0	0
40	23.901374146192094	0.0	0.0	0	0	0
41	23.107988803852688	0.0	0.0	0	0	0
42	26.718995425477438	0.0	0.0	0	0	0
43	27.776550736096652	0.0	0.0	0	0	0
44	28.917101450005674	0.0	0.0	0	0	0
45	28.30903143220029	0.0	0.0	0	0	0
46	24.853145289310554	0.0	0.0	0	0	0
47	31.20453395967686	0.0	0.0	0	0	0
48	26.304915757433445	0.0	0.0	0	0	0
49	15.8364510815829	0.0	0.0	0	0	0
50	25.52999939770974	0.0	0.0	0	0	0
51	25.040990278786648	0.0	0.0	0	0	0
52	30.239307534364382	0.0	0.0	0	0	0
53	21.014106586281994	0.0	0.0	0	0	0
54	19.267986465548884	0.0	0.0	0	0	0
55	16.25333945157289	0.0	0.0	0	0	0
56	31.160738670690062	0.0	0.0	0	0	0
57	29.505214481467664	0.0	0.0	0	0	0
58	16.72216308000877	0.0	0.0	0	0	0
59	16.396506184972125	0.0	0.0	0	0	0
60	19.099862030620486	0.0	0.0	0	0	0
61	15.756810980469286	0.0	0.0	0	0	0
62	19.094049660114408	0.0	0.0	0	0	0
63	18.509202931749353	0.0	0.0	0	0	0
64	20.67840648595842	0.0	0.0	0	0	0
65	22.829959105572367	0.0	0.0	0	0	0
66	15.83837827858546	0.0	0.0	0	0	0
67	26.415401159810884	0.0	0.0	0	0	0
68	23.518310722162635	0.0	0.0	0	0	0
69	27.161823337501346	0.0	0.0	0	0	0
70	22.739633079635805	0.0	0.0	0	0	0
71	23.22136005515977	0.0	0.0	0	0	0
72	18.85783143070474	0.0	0.0	0	0	0
73	15.41863986498061	0.0	0.0	0	0	0
74	26.011168849322026	0.0	0.0	0	0	0
75	26.284167154329776	0.0	0.0	0	0	0
76	27.580512221839456	0.0	0.0	0	0	0
77	22.88883407419094	0.0	0.0	0	0	0
78	26.79389065717023	0.0	0.0	0	0	0
79	27.683405093479127	0.0	0.0	0	0	0
80	29.567978336153715	0.0	0.0	0	0	0
81	25.959658548743505	0.0	0.0	0	0	0
82	24.102486210969342	0.0	0.0	0	0	0
83	29.399102195736205	0.0	0.0	0	0	0
84	26.217948792064895	0.0	0.0	0	0	0
85	23.065242889052353	0.0	0.0	0	0	0
86	27.624044004839217	0.0	0.0	0	0	0
87	27.22693214721973	0.0	0.0	0	0	0
88	30.733953689931027	0.0	0.0	0	0	0
89	30.292971066475612	0.0	0.0	0	0	0
90	30.889801095977337	0.0	0.0	0	0	0
91	22.896954743898156	0.0	0.0	0	0	0
92	28.10496386477054	0.0	0.0	0	0	0
93	25.1666386468143	0.0	0.0	0	0	0
94	23.641423067856216	0.0	0.0	0	0	0
95	28.106930653896857	0.0	0.0	0	0	0
96	23.87427436087287	0.0	0.0	0	0	0
97	31.507691444699287	0.0	0.0	0	0	0
98	25.460470988055615	0.0	0.0	0	0	0
99	34.12995776198533	0.0	0.0	0	0	0
100	29.132221085679326	0.0	0.0	0	0	0
101	25.588364251348967	0.0	0.0	0	0	0
102	25.551908853768374	0.0	0.0	0	0	0
103	22.783430612504596	0.0	0.0	0	0	0
104	27.85468444585635	0.0	0.0	0	0	0
105	29.290812289412646	0.0	0.0	0	0	0
106	23.373293910251355	0.0	0.0	0	0	0
107	26.0821003888615	0.0	0.0	0	0	0
108	24.383460483557496	0.0	0.0	0	0	0
109	19.661050645362145	0.0	0.0	0	0	0
110	22.14500719187397	0.0	0.0	0	0	0
111	26.474630779618284	0.0	0.0	0	0	0
112	30.86660580295207	0.0	0.0	0	0	0
113	25.200078830983667	0.0	0.0	0	0	0
114	31.689534276475264	0.0	0.0	0	0	0
115	31.019069504076747	0.0	0.0	0	0	0
116	27.143187243215163	0.0	0.0	0	0	0
117	31.539605904145255	0.0	0.0	0	0	0
118	25.596442621617435	0.0	0.0	0	0	0
119	28.523346861290232	0.0	0.0	0	0	0
120	27.57320695454332	0.0	0.0	0	0	0
121	23.938812812245555	0.0	0.0	0	0	0
122	25.783305423272623	0.0	0.0	0	0	0
123	18.25799237562986	0.0	0.0	0	0	0
124	24.73815162367497	0.0	0.0	0	0	0
125	21.47961981111436	0.0	0.0	0	0	0
126	20.22149595106215	0.0	0.0	0	0	0
127	21.377324101282415	0.0	0.0	0	0	0
128	23.237036335085186	0.0	0.0	0	0	0
129	27.41464138668443	0.0	0.0	0	0	0
130	24.496552480816472	0.0	0.0	0	0	0
131	19.836999344248248	0.0	0.0	0	0	0
132	28.537740219937646	0.0	0.0	0	0	0
133	32.246961386722504	0.0	0.0	0	0	0
134	25.388260510783873	0.0	0.0	0	0	0
135	28.418620628070563	0.0	0.0	0	0	0
136	31.926152133251783	0.0	0.0	0	0	0
137	21.37686830467162	0.0	0.0	0	0	0
138	20.1511087389552	0.0	0.0	0	0	0
139	27.337669052697994	0.0	0.0	0	0	0
140	21.620218746203115	0.0	0.0	0	0	0
141	27.819307982549443	0.0	0.0	0	0	0
142	27.9655536984965	0.0	0.0	0	0	0
143	26.49625579325141	0.0	0.0	0	0	0
144	28.33240987938051	0.0	0.0	0	0	0
145	15.296263913841145	0.0	0.0	0	0	0
146	31.352963684121484	0.0	0.0	0	0	0
147	27.470345970423836	0.0	0.0	0	0	0
148	29.03059553850537	0.0	0.0	0	0	0
149	30.73669021381039	0.0	0.0	0	0	0
150	27.627097480957136	0.0	0.0	0	0	0
151	30.88459343289931	0.0	0.0	0	0	0
152	32.69503065769947	0.0	0.0	0	0	0
153	24.747569167598826	0.0	0.0	0	0	0
154	25.963923180765466	0.0	0.0	0	0	0
155	23.42467193208912	0.0	0.0	0	0	0
156	25.818431004976375	0.0	0.0	0	0	0
157	31.45583911402288	0.0	0.0	0	0	0
158	24.080835585190126	0.0	0.0	0	0	0
