epoch       	ep_ret      	ep_ret_tx      	ep_tx       	newbytes    	ep_delay   	ep_delay_normal   	ep_throu   
290	9.154750685477914	13.595779746610345	451885774.3813399	387287191.2232801	0.0	0	430951.8569768332
291	20.851804870193053	30.8132192479116	776346930.9955254	536900072.1496186	0.0	0	740382.1287112476
292	11.933715967129393	19.04088338854157	522941991.1084891	547270812.6960629	0.0	0	498716.34589051135
293	16.553508909873774	25.160691728601954	708780062.2012887	497140469.43804526	0.0	0	675945.3413021935
294	19.645747810439413	29.80754263692739	731378926.8826103	508729745.22119224	0.0	0	697497.2981287106
295	20.93296965279045	31.222286231072648	694402228.6471965	462837556.5253049	0.0	0	662233.5707160917
296	20.060207366064503	30.13422204970412	732342650.6818659	539161803.9394027	0.0	0	698416.3767641693
297	21.04811067735802	31.15361421135353	763417312.6648635	500357683.12807685	0.0	0	728051.4837883598
298	12.498602205312233	18.581189974189716	564752894.3380281	458353036.6872554	0.0	0	538590.3304462701
299	15.437296478927923	22.532466435797	664035146.6310017	475296145.6404046	0.0	0	633273.2645330442
300	13.237294426530294	19.257709916303924	473927343.3004377	453354382.8748682	0.0	0	451972.33514827496
301	21.383386066868795	32.16758959713235	704718798.8650699	429394228.10860103	0.0	0	672072.2187662789
302	22.62615914576399	34.579946715824114	770075941.0282924	543605508.8968763	0.0	0	734401.6466410568
303	18.240787608603533	27.675942678314446	667561218.6029588	556971742.0356888	0.0	0	636635.9888104998
304	26.249996651459295	39.88751356726826	864526100.7448757	522455989.19766545	0.0	0	824476.3381432296
305	24.274751234934268	35.92891989622378	797476803.7519988	499103124.4000167	0.0	0	760533.1456680286
306	23.040518252570525	34.096237029615736	748806699.6522257	493734886.10988635	0.0	0	714117.7174112569
307	16.190808063642226	24.51262079348915	611090380.8111151	458979875.0516581	0.0	0	582781.2011824751
308	19.392498013313734	28.846942843683987	712984856.3441232	502970026.4125932	0.0	0	679955.34548199
309	20.395983717482494	30.05806866401805	740798037.8012046	456202011.5249355	0.0	0	706480.0622951549
310	21.737305878433883	32.64749108921306	766790993.0964774	533692751.8286978	0.0	0	731268.8761677524
311	16.670027774920456	23.99170314771706	583326776.7627125	508676442.2551127	0.0	0	556303.7650706411
312	17.142213429608876	26.12014850379833	611402715.4399705	541603900.3361545	0.0	0	583079.0666961388
313	22.021914706568253	33.85641022209736	746866959.600382	524347686.0061977	0.0	0	712267.8371433087
314	21.184676723353324	30.81392642364023	741390718.0366845	548791664.3359871	0.0	0	707045.2862135741
315	18.24520868334714	26.869738886276085	561517816.3957103	487266370.2198621	0.0	0	535505.1197011094
316	24.616215356490383	38.32743891327169	805112648.6631063	454241318.4386635	0.0	0	767815.254843813
317	17.123694306931664	26.214140428188646	581060935.3990008	433836271.39877033	0.0	0	554142.8903570183
318	19.23015640826091	28.645322878715533	635696840.546577	535308740.3774756	0.0	0	606247.7498498696
319	21.97772694840247	33.04073118916621	703936662.1446306	459240269.62642366	0.0	0	671326.3150640778
320	12.698484871231269	19.54249846539633	518245680.57834464	523226367.6878723	0.0	0	494237.5951560447
321	19.92995657756199	29.511511705911044	689926583.4081249	502308214.71163046	0.0	0	657965.262802243
322	21.889430303574194	33.10590837629067	762367494.6547977	453698232.153072	0.0	0	727050.2993152597
323	19.23915319580896	29.523524321167955	645014232.6257993	514564317.2448514	0.0	0	615133.507371711
324	24.123776888235586	36.43211915717555	768228557.0727105	508110069.1092198	0.0	0	732639.8440100771
325	19.37174900127225	30.418290915777675	689057597.0872796	574113259.2336481	0.0	0	657136.5328667446
326	10.126791945304428	15.563108895189712	398528292.35448873	562879635.7560123	0.0	0	380066.19677971734
327	16.365362026595037	24.387119869999196	568668199.8183485	569705395.2687739	0.0	0	542324.2567237361
328	19.285899296715776	29.489797074873124	678761173.041081	547454837.1186779	0.0	0	647317.0977030575
329	22.139221270475883	33.241811193709744	818150965.4946083	515000916.89516914	0.0	0	780249.562735184
330	23.006332102488138	33.266512573016946	723931247.2943211	498312297.4138589	0.0	0	690394.6373885357
331	18.35348437694702	26.731024821379048	623182686.556348	487510593.2996986	0.0	0	594313.3225978351
332	21.433029945531516	32.692074176004	770619242.2796158	608288441.5394832	0.0	0	734919.779090515
333	22.171123366400487	34.64989738400606	772572094.0429231	501290928.21299696	0.0	0	736782.1636609301
334	20.506433199664478	31.258485858922846	793742207.9519403	480639062.36897254	0.0	0	756971.5575713542
335	24.637467401837895	36.47335396582961	828516135.5022151	548535830.3197858	0.0	0	790134.5591566227
336	13.351786732573967	18.2886119670187	443783817.8184514	487165695.60177886	0.0	0	423225.2290901675
337	16.47767849800215	25.258465087916793	641461025.4064624	483821318.9855636	0.0	0	611744.9049057603
338	17.231997941654388	24.230356649016	580736428.3777561	584108128.2336638	0.0	0	553833.4163453638
339	16.485526681350958	25.35596785069302	577205878.7143253	519023605.1424993	0.0	0	550466.4218085529
340	13.279741158226622	19.8261765393876	478214145.0365477	574451727.7590605	0.0	0	456060.54786352906
341	20.506964098731654	30.42070896591474	644440300.7691531	516307217.66909087	0.0	0	614586.1633006603
342	19.422847387116434	27.427040921758497	631740347.8353903	528170473.01420295	0.0	0	602474.5443681624
343	20.86764199872085	31.01683043302064	739956704.1081517	499125021.24924445	0.0	0	705677.7039605634
344	22.498402514432193	33.518801168936626	745691061.7769938	465303133.4293442	0.0	0	711146.4135904252
345	24.077174480656712	35.975199715528845	808218781.8483827	549454302.6005807	0.0	0	770777.4942859489
346	18.654028896684377	27.761708821990638	626626020.669031	493467682.5409997	0.0	0	597597.1419039067
347	15.561344678018628	22.229513008272768	467247072.7399455	480819191.75128233	0.0	0	445601.5326880887
348	20.5224223488933	30.94364437911096	717817427.7707855	605332665.4308102	0.0	0	684564.0447337969
349	23.5478694605543	35.97171030721602	812729594.186184	548972883.8367122	0.0	0	775079.3401586385
350	17.79603311101105	26.93852306663714	574240531.5573632	487786112.3273739	0.0	0	547638.4463857298
351	19.718456538334898	29.778826273556877	649484816.6430771	459032573.28263915	0.0	0	619396.9885283252
352	19.00147371861864	28.005976244254562	590876380.4011258	451037293.7779015	0.0	0	563503.6281596428
353	21.539386670813258	32.55610318666111	747773328.0665133	493638539.5908836	0.0	0	713132.2174706587
354	20.68944945037597	31.35938500593081	643500209.6285822	532911651.4471087	0.0	0	613689.6225248168
355	18.022926305492643	26.697093186095827	642811416.7898651	437763390.0510274	0.0	0	613032.7384852075
356	18.349705742509457	27.657580049706244	631226593.196687	481663272.59725976	0.0	0	601984.5897642963
357	26.407406376692048	39.52250853012082	866725258.0532799	577724806.9692172	0.0	0	826573.617985992
358	13.330857572473422	21.355035241666194	483081092.6307605	482719836.30450815	0.0	0	460702.0307834248
359	23.6152900235839	34.226819826209464	768149885.0491349	544472870.8909957	0.0	0	732564.8165217729
360	19.496549945487146	29.077389359154576	643029836.5179356	516665872.92185664	0.0	0	613241.0397700652
361	21.054850550889537	31.992108734339688	679177998.1104187	483851199.24718386	0.0	0	647714.6130661187
362	20.165243534451342	31.437578095586836	705392569.195457	517674964.43207717	0.0	0	672714.7762255259
363	23.098189257370315	33.89258976910629	750246989.9460746	510498139.99661064	0.0	0	715491.2852726695
364	25.676751946647308	37.86630399791848	829089986.4167266	557015011.3032405	0.0	0	790681.8260352386
365	19.47485214580932	28.0722980095508	617516011.5034847	506714285.6666475	0.0	0	588909.1601404997
366	25.21054351268467	39.14145684344823	828032501.6888157	468612977.9845618	0.0	0	789673.3300102381
367	24.824112697516828	36.54180969846735	792233887.0436809	478669147.35935783	0.0	0	755533.1106602489
368	21.40630655899964	32.98263846317643	730996816.3597893	503592992.5763465	0.0	0	697132.8891370669
369	17.28572624461975	27.396833193922745	570246750.1128241	469779263.8798961	0.0	0	543829.6795967333
370	22.636964954013987	33.25592316884416	745590422.6659589	476699244.96214765	0.0	0	711050.4366550056
371	18.86808934470151	27.930342210144627	581896636.544624	460432441.3649836	0.0	0	554939.8770757905
372	22.851038404431527	33.75130456302973	749020393.3393112	430016660.57672834	0.0	0	714321.5115922077
373	16.74862259200514	24.4274915177749	525661486.1054114	454811422.1634055	0.0	0	501309.85842267174
374	18.921665035823942	28.565631633891574	627036160.1813759	460913938.0235881	0.0	0	597988.2814229733
375	18.406169255402986	27.670835271819406	668320517.7092074	555348354.380831	0.0	0	637360.1128665993
376	23.950935390169594	37.4204167378545	876543344.7165309	611761119.8011317	0.0	0	835936.8750729858
377	15.913775695235394	23.976514602117874	546575805.8075414	466694022.0397894	0.0	0	521255.3079677021
378	17.495451806007722	24.944908020281467	584385024.1830972	484621746.0853652	0.0	0	557312.9884558648
379	12.334462144441057	18.72919118994477	447148670.5623663	544544100.0137355	0.0	0	426434.2027305282
380	12.937832791789601	18.932227224956243	536522934.7476495	503662751.63875926	0.0	0	511668.14303173975
381	21.149139553233272	31.289356710435257	655116323.1453422	509162979.66075695	0.0	0	624767.61164221
382	10.547738767239384	16.26379313601657	501123610.80768764	457941671.74166095	0.0	0	477908.7169720533
383	14.593040870599735	22.821157415075838	628940335.0584229	510722794.991256	0.0	0	599804.2440971596
384	22.221364702761793	33.34304823552029	785883906.9437468	523419310.60633194	0.0	0	749477.2977292506
385	17.84364910243275	26.489333286609867	570186194.1313821	514102472.2651663	0.0	0	543771.928912527
386	19.431232859131285	28.573831474253605	609615084.9508675	514587384.68118525	0.0	0	581374.2494114565
387	23.15997264187909	35.03497261458265	807651854.8277576	525992657.348914	0.0	0	770236.8305471017
388	16.54148521355508	25.622384049749314	629394464.3379109	568613838.7115855	0.0	0	600237.335527335
389	18.01748161073442	26.606893183752252	590875268.7351642	475666667.0644689	0.0	0	563502.5679923666
390	17.91394291474824	27.665962301853973	619426846.3843654	479104004.76436776	0.0	0	590731.4742892887
391	19.964299469475197	31.26841070705862	749756125.615407	508810793.82354546	0.0	0	715023.1605676716
392	22.784927987211262	34.64649538783321	818564061.7141829	478682777.6606756	0.0	0	780643.5219899968
393	19.88640798078353	30.162708562029025	705674091.3986558	498168913.3073138	0.0	0	672983.2567202146
394	19.591186783375402	29.597417909724413	592766301.0281079	498021990.04168445	0.0	0	565305.9969216422
395	17.218562166017342	26.652708835388726	561627411.0297775	507570763.68073535	0.0	0	535609.637288835
396	19.685921732266706	30.00632297737281	639514574.5960958	492942859.0149451	0.0	0	609888.6247597652
397	20.26173249018889	31.50954300753171	724909257.2093372	469180557.02518	0.0	0	691327.3403256768
398	20.041221074763435	31.10022837687911	636950348.3831576	514275595.7684838	0.0	0	607443.1880790307
399	17.08579725548951	26.345830154181936	574455385.9993156	533567905.7819406	0.0	0	547843.347548786
400	20.935033185371267	29.434892822470097	635639047.5387249	496099420.6085502	0.0	0	606192.6341426133
401	17.013093391810816	23.73506745573119	550117255.6700335	554686135.9886506	0.0	0	524632.6977444016
402	21.165325268049276	31.29166427570729	761996697.8837584	491416376.2393489	0.0	0	726696.679958113
403	17.25327332284565	27.220157052530563	590971440.0586648	564025357.5536791	0.0	0	563594.2841135643
404	21.265366959149162	31.679493900643646	698398679.3454264	471524397.2157508	0.0	0	666044.8831037778
405	18.77303990822129	27.93123551940935	751060844.7428002	519128097.9844673	0.0	0	716267.4376895904
406	18.688953937216485	29.445023359727763	658023291.3976716	524097292.1390208	0.0	0	627539.9126030651
407	16.895283495820514	25.766554817715278	570094075.3331518	525233602.01673067	0.0	0	543684.0775805966
408	21.820517760229695	32.81354473765149	744093391.3708829	491710954.6984788	0.0	0	709622.756358035
409	24.100641714236023	36.39755584046265	779933413.2491628	550318513.1090753	0.0	0	743802.4647227884
410	21.522881233780193	32.085108179388364	754250519.0108429	456728787.7083723	0.0	0	719309.3481167249
411	23.597286481064494	35.87673475016258	828587683.3716213	508957979.9959791	0.0	0	790202.7925220694
412	13.756954139605556	20.81973218981448	489372533.71038955	490504306.9754086	0.0	0	466702.01655425015
413	19.191376552671638	27.7796305391195	627975499.2749126	529475518.8009181	0.0	0	598884.104990876
414	21.769798428570766	32.64507607388469	703253597.9271302	578362397.4502716	0.0	0	670674.8942633916
415	23.66603735721571	35.64162770210216	781667646.3917606	469682953.69078565	0.0	0	745456.3583295447
416	23.265818275490442	34.064115126237375	711990931.5721904	472305291.80674636	0.0	0	679007.464954558
417	23.483401261566765	34.257788216810276	731253622.1485592	568285030.3495213	0.0	0	697377.7982221214
418	18.04501703046478	27.84844397616611	646683286.3141683	530287407.7920883	0.0	0	616725.2410070117
419	14.480435326960595	22.41404349950881	513866033.2802432	485189406.49736255	0.0	0	490060.838012927
420	21.416683318683596	32.09926043018254	693476124.8671954	467263271.5452867	0.0	0	661350.3693267782
421	18.135162085028256	28.06387640335915	610583574.3769308	475692342.38158554	0.0	0	582297.8729028042
422	16.469760259713983	26.470255696357558	609961219.7585247	490826582.1157432	0.0	0	581704.3492875339
423	18.97529434843829	28.284827688066468	598923827.4549927	505940231.92045546	0.0	0	571178.2717275548
424	19.484306166439243	29.30202867824911	651622772.4905759	556848759.9894037	0.0	0	621435.9021096956
425	18.921190143276704	27.98550623039781	626703204.2747482	496114287.1182722	0.0	0	597670.7499263268
426	16.776784763030314	25.80940948175461	574990965.5174344	491266721.4918881	0.0	0	548354.115979609
427	23.373928746665435	35.362524969182914	787857278.2310385	494828344.77001035	0.0	0	751359.2512426744
428	24.55312951776719	37.40401140835571	826184383.6674842	537741194.5482507	0.0	0	787910.8273196071
429	23.939124002838792	35.91870410078543	828445988.2849978	578866943.9744133	0.0	0	790067.6615571957
430	15.564876488895727	23.129129463755948	565670585.6317294	499695311.48372275	0.0	0	539465.5090634623
431	17.567382646766944	25.291965554163557	565913621.0539051	534995721.1937512	0.0	0	539697.2857035686
432	19.032245380526668	29.85707744914336	659931024.8729775	512922323.96683973	0.0	0	629359.2690210127
433	21.59212929398983	32.89297566538181	719070530.0744789	489853998.9598928	0.0	0	685759.0962166584
434	13.654602348285112	20.621036128913335	467562709.3553464	539166848.392689	0.0	0	445902.54722151416
435	22.09062668965584	33.74849032041986	781632895.1361555	527221461.8884973	0.0	0	745423.2169496111
436	22.268797812315388	34.27170915534315	708665015.3327233	493274334.1258702	0.0	0	675835.6240584593
437	18.524746738541975	28.277013074394027	606582232.1704748	471877932.7979422	0.0	0	578481.8956093546
438	21.847589579543836	33.59031900161052	757002733.7394983	564345510.293159	0.0	0	721934.0646166784
439	22.37427688209471	33.05824865200046	666073245.0719553	527188422.2131651	0.0	0	635216.9466704895
440	17.995962784103995	27.586081929047953	532664012.0290158	492510553.8857258	0.0	0	507987.987545982
441	23.69744575753938	35.41845590272825	791702424.360571	492805865.4688174	0.0	0	755026.2683492386
442	17.402681297994654	26.44897551647667	602871460.8667967	542630023.4010941	0.0	0	574943.0283229798
443	18.14463913821099	27.725809188633274	625571789.0720155	514472149.1225299	0.0	0	596591.7483062893
444	23.425666179336098	34.54075780825502	759246560.3496971	491926751.5562292	0.0	0	724073.9444252937
445	19.36941848854917	29.29839525007908	613792285.7056457	506785891.8131087	0.0	0	585357.9384857615
446	19.769524360804652	30.90118477443757	691635927.3314375	526375385.0109131	0.0	0	659595.4201998117
447	14.781429841032034	24.189542316048666	550782905.8076863	492473784.190148	0.0	0	525267.5111843932
448	24.68907387140134	36.715539652684484	797131654.4478577	478334773.91359186	0.0	0	760203.9856413435
449	17.479452807264614	26.16396302849641	577497699.7913828	532707424.26373	0.0	0	550744.7240747284
450	18.596998891111078	27.352954792091243	633174936.7841551	517157064.4749901	0.0	0	603842.6750031996
451	19.675599290906636	29.53031069027933	647309850.0914788	556981793.7503494	0.0	0	617322.7787890233
452	10.474951959051513	17.047092812273377	379224554.8971229	491272461.88344985	0.0	0	361656.7181559782
453	15.23372627912868	24.037435243891	513425764.2126342	563922141.164739	0.0	0	489640.9647108402
454	21.495444166804422	32.55511637705834	731435122.0355644	549885251.7621409	0.0	0	697550.8900027892
455	23.029377072029646	33.84649127764279	760440429.4465957	579963376.6471835	0.0	0	725212.5067201572
456	23.522206291709896	35.441083239344856	738598507.9874926	495909539.23750967	0.0	0	704382.4272036481
457	15.941924358041486	22.44393576707187	513417740.3829285	507362978.57848537	0.0	0	489633.31259053055
458	20.703919911807063	31.419184926326974	698878918.9327047	465276941.4942593	0.0	0	666502.8752638861
459	24.345406945307445	35.01031258120527	752650627.8523303	586741398.5592939	0.0	0	717783.5730098059
460	22.171662136673007	33.991714024908504	718074278.1184574	512526803.3250125	0.0	0	684808.9963135311
461	18.3735055700883	27.754455985668343	604290469.3489475	482294103.70145947	0.0	0	576296.3002671694
462	23.508505355771845	36.29657251606093	760353215.5371794	527853341.8533383	0.0	0	725129.3330547136
463	23.001907062167103	34.47327057168547	769438968.8917091	506748158.0841148	0.0	0	733794.1826741309
464	20.60724454895078	30.7555130832679	666680592.1053662	484714823.18825513	0.0	0	635796.1579373991
465	20.01718961244629	31.674974545908704	727727077.6636784	517855308.1687702	0.0	0	694014.6233212266
466	12.897195569226481	19.267748901379278	451274511.96120626	589329179.8478938	0.0	0	430368.91170616756
467	21.919569299835395	31.92755177530587	637783447.6068201	425667810.7513496	0.0	0	608237.6934116555
468	17.034822165291917	25.243091562547622	617260962.4772916	552280726.3595793	0.0	0	588665.9264347948
469	18.045423565095792	27.707302493122246	600206800.7635636	520332579.8282697	0.0	0	572401.8104205737
470	16.83797545769078	24.87677873729382	572362579.1476824	516092610.72265035	0.0	0	545847.491405184
471	16.85428946022907	26.723101965499445	630652020.1033269	546968014.5363591	0.0	0	601436.634162261
472	21.21198208810298	32.36198341209227	691661655.4573686	529103287.6549457	0.0	0	659619.9564527213
473	19.33841774789891	29.546070594774385	685371022.6627104	579923579.5766559	0.0	0	653620.7415225131
474	17.75044346892308	28.534448112408175	615140785.2906362	519611112.5131833	0.0	0	586643.9679056512
475	20.976096442560973	31.816206214031762	688900770.3944874	615355633.4542997	0.0	0	656986.9712777019
476	21.682265965792805	33.146200184760666	684379202.1738764	520464791.28334135	0.0	0	652674.8677958264
477	19.26498954334277	28.895895113447548	614259714.6412528	511879410.9573604	0.0	0	585803.7134563951
478	21.16507397854599	33.049715147541264	730040660.9975016	587572611.1854229	0.0	0	696221.0283255592
479	18.676609280842154	27.880835903613256	600276275.1900917	470423041.881171	0.0	0	572468.0663968005
480	21.965926192369267	32.8018630903183	702096665.0280503	480491416.95150536	0.0	0	669571.5570717339
481	22.479299869388274	33.944944144412744	712032986.6715932	494537479.9722007	0.0	0	679047.5718227319
482	17.83032775802347	26.659753663644075	602803001.4622551	456596881.191911	0.0	0	574877.7403471521
483	12.620302430583818	19.274506775484515	474466832.6939394	505855590.76797503	0.0	0	452486.8323268314
484	17.278811075331884	26.785693322680945	577745250.544683	461915007.58773327	0.0	0	550980.8068701581
485	23.015942026651338	34.297367916345756	741943727.250852	539011185.5742714	0.0	0	707572.6768978616
486	17.77241414723479	26.83472786226528	624805983.8619792	561252623.4557436	0.0	0	595861.4195461075
487	19.592420109820875	28.649639240671085	670290957.8347013	579412091.3715653	0.0	0	639239.2710062991
488	20.853162764698638	31.631756164217514	720364742.9176887	535459394.2000872	0.0	0	686993.3537651907
489	13.264915945461661	19.26023318072435	479934018.5105056	487273035.006922	0.0	0	457700.74702311086
490	13.29349961610521	20.23598955078955	457042262.91419613	517999513.3599963	0.0	0	435869.4676534615
491	21.29198955100696	32.78724447004984	747736371.935801	544668474.5532572	0.0	0	713096.9733579647
492	21.8194347955964	32.49204289876188	765839375.699274	525147631.1364263	0.0	0	730361.3430969941
493	20.492847654183006	30.670169826252625	749515811.2801172	538070167.7992153	0.0	0	714793.9789582418
494	18.238236750386417	27.995991610823722	590040705.8697312	485696342.360897	0.0	0	562706.6668221768
495	24.46619591407607	36.82284155007749	752737133.9285533	465045636.36678	0.0	0	717866.071632913
496	21.58997855862737	32.30633011170678	808135450.9842436	475169321.44349843	0.0	0	770698.0237810549
497	13.004620095418888	20.58217944343795	451445274.0780825	488718194.5323514	0.0	0	430531.76315124746
498	21.564736029043722	32.14035717960997	673077344.2927397	475741151.7678319	0.0	0	641896.5762069131
499	19.16922658769814	28.841060489434607	613152060.5970144	525577456.196952	0.0	0	584747.3722429412
500	23.540759276209556	36.41310761647441	819993200.3152391	500597773.4483907	0.0	0	782006.454768409
501	19.230018860065716	29.029229572793312	623899541.3665057	501397946.65894616	0.0	0	594996.9686188754
502	19.020427211796328	28.529062490876253	629477881.6373119	506702601.4251335	0.0	0	600316.8884633178
503	23.47851436227599	34.85581176082534	745208378.9859364	551733359.7622181	0.0	0	710686.0914096223
504	22.568449582640724	32.842710725420524	753715354.8622192	559950894.5066123	0.0	0	718798.9758131211
505	21.166962120795457	31.42490902661239	710791567.4988172	471597073.78404754	0.0	0	677863.6622417613
506	25.961105732682046	37.31710205048373	798293619.3371174	556786775.9432992	0.0	0	761312.1217127966
507	21.253559853700935	31.806270471441756	668868223.5138289	561170329.3876538	0.0	0	637882.4458254135
508	21.130100767883146	30.975446407468855	651840491.134277	494839436.5324738	0.0	0	621643.534788396
509	17.67877929404972	27.851434596963497	639150347.9235641	556565864.1847452	0.0	0	609541.271136822
510	11.873982226702324	18.111230273181153	440019212.65923214	484018288.3533349	0.0	0	419635.02183840954
511	25.152808539601942	36.995400048591435	815199278.545746	587536841.2780188	0.0	0	777434.6147019827
512	24.891778579486783	37.8511382248656	865744359.6660677	484748325.60542893	0.0	0	825638.1603871037
513	24.043344120066195	35.15700524046529	813910676.9646934	499417867.56755	0.0	0	776205.7084700525
514	19.88565037410812	30.82280009299241	677924507.4870639	471403906.9025654	0.0	0	646519.1912527694
515	20.119040474191245	28.96888788116804	608798863.0016129	511435397.5559967	0.0	0	580595.8395019654
516	14.178865871042897	21.96210488948485	496209690.1044338	529073123.6464391	0.0	0	473222.43700450304
517	23.96092223144907	35.109666918939084	790796999.2371194	510229700.0827744	0.0	0	754162.7876635737
518	15.684968260880204	24.021971570208926	512238336.23779625	438563475.4442079	0.0	0	488508.54514865536
519	21.832269341317403	32.26658402697354	684194902.1347399	461722841.61040235	0.0	0	652499.1055819893
520	17.495528068940168	26.655109534167938	653335470.0026952	567933866.314229	0.0	0	623069.2577387764
521	19.2941338236585	28.176333434333667	616512041.0337253	437254029.1628633	0.0	0	587951.6992890597
522	21.390968073268493	32.28971841186832	773311511.044763	490075580.76310915	0.0	0	737487.3266646987
523	16.841768017584798	25.72846057114353	599096117.8488505	443767026.51729983	0.0	0	571342.5806511408
524	23.477852461798644	34.934254681136295	766586183.469746	503629497.35625494	0.0	0	731073.5544869859
525	24.311107025920563	36.53038442480179	780757482.0780817	537438930.1217722	0.0	0	744588.3579998792
526	20.889734921671604	30.306904408712036	699161209.0895592	479018303.35077673	0.0	0	666772.088136253
527	16.473927685991843	24.626324058894284	559111974.691753	483354969.96705294	0.0	0	533210.730258706
528	17.565866060162197	27.732691199926165	651491345.8931704	505434209.234076	0.0	0	621310.5639392572
529	18.40862308042705	26.22748379127349	612560949.5179467	544645035.4007454	0.0	0	584183.6447886912
530	22.01202044926562	32.892497151566566	727792729.5610105	475927303.7191036	0.0	0	694077.2338495355
531	24.614673068749124	36.814336324907885	809087302.773137	479221178.9860568	0.0	0	771605.780385148
532	22.65551315734714	32.88039753864886	747617300.901377	489991943.4560263	0.0	0	712983.4183706066
533	19.09104362404358	28.687284993284283	654146688.9414963	565033351.5615835	0.0	0	623842.8964056933
534	17.813201038794425	26.16428562415642	569048569.8063804	454346843.2861067	0.0	0	542687.005812054
535	13.846168426720444	19.752044058491204	429127248.15176964	454873652.96621466	0.0	0	409247.635032434
536	22.69759767693384	33.40562019458659	769187657.9403176	536703073.878576	0.0	0	733554.5138743569
537	19.67359472897386	29.05540150139501	645968368.8340997	460423595.81309986	0.0	0	616043.4425679204
538	21.6396125155182	32.11773658749721	712096366.1274	470864608.67395645	0.0	0	679108.0151819229
539	18.396894575480214	28.19612915769629	649865201.0346065	545410502.0914221	0.0	0	619759.7513528886
540	18.246792631225095	26.892153284855052	632796700.866894	521772598.7075179	0.0	0	603481.9611233654
541	16.657299485678195	23.40649332817131	517757156.339307	519616713.3256728	0.0	0	493771.7021363326
542	23.300033993762323	34.23695850001643	732740720.5054016	481696112.49093735	0.0	0	698796.0057310116
543	18.752866424803173	29.301290786001903	642487713.4404227	491928822.77655566	0.0	0	612724.0309147098
544	11.496792576136142	16.90873453866806	399565562.23846865	548464502.7895019	0.0	0	381055.4144272506
545	17.413265114171363	26.218940025209708	553668002.1234264	475918753.13418365	0.0	0	528018.9534410728
546	17.83951459677953	27.114958176262032	604271137.4729815	584045698.4848313	0.0	0	576277.8639535728
547	15.304449089581247	23.508821197764295	483782401.0191209	465580913.4985275	0.0	0	461370.8505812844
548	25.744730779436644	39.06425968484651	812364833.9099462	440695946.9310255	0.0	0	774731.4776515444
549	21.482853415958324	32.8603657748159	733954732.5503649	489824729.88067067	0.0	0	699953.7778381013
550	22.981373250043596	34.15213123207454	783504246.5370144	485936120.8630592	0.0	0	747207.8767175814
551	24.055488339047113	34.953899874527046	749176741.0269434	517084368.1976652	0.0	0	714470.6163663325
552	16.946809543408417	26.2189445469013	553999348.575813	545877016.9128219	0.0	0	528334.9500425465
553	17.01476690444022	26.020205215032806	586325521.9898227	520381289.9501071	0.0	0	559163.5913751818
554	23.348541424344866	34.16670987124894	732704079.6504647	499309353.8443235	0.0	0	698761.0622887277
555	11.380739611804643	17.90043786137926	396047973.6015506	510372733.574656	0.0	0	377700.78048853925
556	20.684050794224653	30.434928715426114	629494241.1113172	461690859.93410623	0.0	0	600332.4900735063
557	25.82579200924642	38.01588309783195	789318417.9402292	551186421.7887218	0.0	0	752752.7026560109
558	21.726298569918573	31.938181554079176	726883823.0018196	584677162.2303433	0.0	0	693210.4330080218
559	19.644054494439146	30.177014757941524	667976079.5146008	481456368.0344402	0.0	0	637031.6310068138
560	19.197569381505026	29.94187248069921	722653906.4532789	544598068.2552017	0.0	0	689176.4702351368
561	22.080329090345458	33.68876653766971	694362449.1346554	473504434.08773726	0.0	0	662195.634016662
562	17.46835938313201	26.72525831565647	532398300.78663105	454419696.5408833	0.0	0	507734.58555853943
563	20.859067938044916	31.503152264969668	723251142.1287376	529756117.6594887	0.0	0	689746.0385596635
564	21.418587818341027	31.09140182151314	731596862.7777103	423276843.5474022	0.0	0	697705.1379944901
565	24.741679583653344	37.099044684562415	776160488.5555539	524599974.1908641	0.0	0	740204.3233447585
566	14.63396825486637	22.765101152901913	465198924.0981689	572242610.4848046	0.0	0	443648.26593224413
567	19.08140855249859	29.169805869521294	649427424.0800071	509999611.01985765	0.0	0	619342.2547149726
568	11.96310568488723	18.620228682554778	419899898.9654537	524975512.26131386	0.0	0	400447.74910493265
569	20.11773583705814	31.095776773568293	676038032.1043574	579725492.3331407	0.0	0	644720.1081317497
570	19.325459968944312	29.601758247671558	628806264.6661049	509055612.14987886	0.0	0	599676.3846074151
571	19.316058382089075	30.50938590116373	670910731.4357152	557646617.6553206	0.0	0	639830.3331715725
572	22.31089356378	33.46700789185084	775539622.2149508	523003695.7025389	0.0	0	739612.2190618045
573	10.814343250576751	15.562010649856296	359240442.9457888	536460284.03789705	0.0	0	342598.3838518035
574	22.766044794192805	33.29886620261475	723581542.0191649	545027557.7616973	0.0	0	690061.1324493074
575	18.75939706371795	28.605753194271674	626969344.1574991	489479690.00642157	0.0	0	597924.5606970778
576	24.154684883568983	36.388834525697625	779972687.7210457	537216823.3726108	0.0	0	743839.9197779138
577	18.351793754459838	26.328481762881328	586562700.120496	529343331.38073254	0.0	0	559389.7820668181
578	20.789827978082144	30.98275118369647	675794277.8894042	512242803.24416983	0.0	0	644487.6459974329
579	21.98064567701811	32.472735909231254	735225930.4364791	574422877.5874879	0.0	0	701166.0866131581
580	16.663847988828696	26.616370251972537	629652626.2262368	521979477.9124486	0.0	0	600483.5378897061
581	25.16929815026072	38.167544477839655	855269572.3898237	477029667.44813156	0.0	0	815648.6247919311
